tweet_text,hate_score
rt sblmnl_crmnl woods_lamar shut nigger ass lamar,0
rt scaffoldjocky never smoke weed willy invite hick toby keith fuck hate mongoloid,1
rt schooigiri say nigger love,1
rt schoolfession bros hoe except chicks clothe everywhere,1
rt schoolfession ex girlfriends tell people sell pills coke retweet bitch durant hs,1
rt scott say thin mint bitch,1
rt scottiken settle ding dong far superior twinkie,2
rt scottvtracy abuyazidmuawiya amustafaanbari congratulations reinforce stereotype insecure uneducated uncivilized ba,2
rt scotty blatantly believe men look creepy shit ghetto ass mustache,1
rt scottydoesntn cinco de mind yo damn business bitch,1
rt scressful dfkinlopes lmfaooo bitch tongue longer niggas dicks,1
rt seanmdav since know wonder blakehounshell cracker barrel place buy barrel full crackers,2
rt seansteiger gang bang ho jus gang bang hoe,1
rt seansteiger melo bitch leave well lebron jus bitch regardless lol,1
rt seansteiger sometimes listen amp revisit old albums often amp skim bitch make sure keep,1
rt semper_fiibitch farra teen mom sex tap pornhub lmao hoe ass,1
rt sepinwall day fxxs simpsons marathon barts dog get f last exit springfield best consecutive ho,2
rt shabbashone thoughtsofrandy almost run fine red bitch damn lol,1
rt shaelynspacyyy uglyassderrick shaelynspacyyy trash though,1
rt shakiraevanss criticize amanda say n word sure make joke sexual assault trash,2
rt shananigans__ shade shut bitch ass,1
rt shanequabullock meet bitch mansionelan,1
rt shantelb_ weare_xci know bitch sell pussy,1
rt shantybear bitch entertain always seem business,1
rt shardaeyahoo jessica ass need liquior bitch drink forget everything next day never fa,1
rt shayconnnor sailor moon bitch,1
rt sheemteam fuck islamic state kill cunts,0
rt shelbieperdue instagram need stop bitch,1
rt shikeattike hate bitch constantly call ugly shit annoy man,1
rt shikeattike nah bitch go go want back minutes later play k notice,1
rt shikeattike pussy niggas get pussy nigga,1
rt shikeattike neighborhood freak throw pussy catch,1
rt shitballshonkey watch followers drop like fly start see shit make upset lol take salt bitch,1
rt shonni__ momma talm bout kid party parent tf duh would think ok pussy pop,1
rt shoulder_leen intentions_ new york bitch like thatnycshit bitchesbelike newyorkgirlsbelike hoodbitches lmfaoo,1
rt sickipedia drive daughters guinea pig vet morning quite handy new callaway golf club sickipedia,2
rt sidneeyrosee fuckin skyler white bitch,1
rt silent_musings happy monday bitch want know yes ever fuck forget amaze strong,1
rt silent_musings overthinking fuck simplest things lighten bitch,1
rt simplyalize xonayyy ugglyyy well bout bitch bruh,1
rt simplyforkicks quan help everyone random question computer stuff one oop grs something right abo,2
rt sisssyhaymaan brush guy compliment boyfriend bitch,1
rt skankymunter piss shower check yellow legs,1
rt skullmandible call dark cold damn charlie brown,2
rt skyradio lot great oldies check memories yankee rise today pm pm eastern,2
rt skyereyes_ feebito_ lol fuck many bitchesdo call bitch,1
rt skyereyes_ ginasanabria_ hoe man need though need pick mine back,1
rt skyereyes_ inspirenaima text someone pussy good amp sorry wrong number quote response,1
rt skyereyes_ make fat bitch sleep night,1
rt slbgng_eddie cristinacetino slbgng_eddie shit nigga complain get room hella nudes hoe trueeee hy,1
rt slbgng_eddie white_thunduh boys retard sometimes time,1
rt slbgng_eddie white_thunduh bitch spoil,1
rt slimthugga nurse rt blaccstone slimthugga clown boy music trash dare say something back bury bite,1
rt slinkjohnson think go patent disposable douche ketchup type package bitch sanitary discreet hoe onthe,1
rt slllick_ trey songz reply nicki minaj gtgtgtgt nigga speak truth look ass bitch lmao know someone go,1
rt sluggernation p derek jeter use hit walkoff single final yankee stadium atbat image via mlb_authentic htt,2
rt smithmuffins gradeschool dance try worm impress bitch slam dick unforgiving ceramic,1
rt snoleezey uce_ina poly ratchet stand poly bitch general loud annoy talk much,1
rt socass_ sexilexi socass_ sing nazi beaner,1
rt sofancyy_ hoe go hoe,1
rt sofancyy_ swear hoe get nothing,1
rt sofpizzie_ hate bitch think shit bitch basic fuck,1
rt sofuckingswazye mayonnaise color benz push miracle whip,2
rt sonup_qp llamf cumin wit better bar already bitch boiz dun fukd da way,1
rt sorryimalex sos start tweet hashtag trash votesos,2
rt sorryimalex lametears rted alex ramos aka trash gain followers votesos,2
rt sorryimalex get call faggot buy girl toms go fuck person ass,0
rt sorryimalex back want see boys lose trash votesos,2
rt sorryimalex idkmadz honest see recess monkey bar busy get beat lol talk rate,1
rt souljaboy kmichelle beef bitch pussy smell like beef,1
rt souljaboy kmichelle crank shitty pussy yuuuuuuuuuaaaaaaa,1
rt souljaboy kmichelle pussy smell like dumpster juice,1
rt souljaboy get time stupid bitch,1
rt souljaboy k michelle pussy smell like shit,1
rt southernshirt things need life comfy shirt oreos southernshirt,2
rt spiffytwiley vintage_monroe_ bitch gorgeous,1
rt splitsecond get twitter facebook amp instagram fuk yuh mean send pic bitch better download avi,1
rt sportspickle yankees want russell martin sign pirate years ago pirate make backtoback postseasons,2
rt sportswithjohn dani alves use new gray hair talk yellow card tell referee humble senior,2
rt spur birdit planeit supermanu nbasuperheroes,2
rt squarebutts get problem smack bitch,1
rt squeakkgod fuck da opps x fuck dear hoe x,1
rt ssbeirne bird plane boat noit fly human lakeerie cle,2
rt starzz want reason look phone amp smile car run yo ass hoe,1
rt stayclassay paybacks bitch really,1
rt stayfoqused eat pussy show vagfax,1
rt steph_dcx fuck nosey ass bitch swear lol,1
rt stephanielazox hope get want bitch,1
rt stepheeezyy rt nigga bitch xo_ never date female another niggah name lol wtf,0
rt stephpaulus yet master art eat powder donut without look like leave charlie sheens house,2
rt steveersh star jones man love big bitch,1
rt steviegarcia come wiggas soft tweet,2
rt stillandru white people call mexicans beaners claim take job sugar skull tattoo,1
rt stoolpresidente tree fall woods nobody around make noise nj blow away trash live,2
rt strapdafool naw deez hoe gota add mo strup,1
rt stripsofgabby southsidevic stroke game stale get eat pussy like husky dike,1
rt studio mamps bid social christmas yet follow fairies campaign cle market,2
rt suckdisdpiece go rock cock go jam clam,1
rt sugaarcanee hoe like go talk one hoe like one hoe,1
rt summerdawn_ trestin_galore_ know cunt nugget,1
rt supercos peddoc cavemaninc carminezozzora db charlie understand keep percentages lower,2
rt surviving_queen pussy stay wet around get lick till wetter never,1
rt sweatercamila lohanthony little bitch even like girls get follow dedicate life ge,1
rt sweetalliee loyal girl really truly come smart mouth arguments hoe let please g,1
rt sweetromance visionamd redeem azws bird feather,2
rt syd_renae alyssa pink fuzzy one amp silky silver one bathrobes wonderful thing,2
rt sydneysoleil spiderman bitch highkey though,1
rt sydswag buy double stuff oreos boyfriend,2
rt tkos_way cumming pussy love,1
rt t_grun yeah check connection fuck wifi check lil bitch nigga,1
rt tableninemutant city light charlie chaplin movie hertzrumble via wordpressdotcom,2
rt taexchanae momma dee loyal pose tell main bitch bout side bitch,1
rt tailorlamar niggas hoe,1
rt takeyaah hoe think,1
rt tanajiamonay_ hate hype ass bitch like early loud sit tf somewhere,1
rt tanaka_callen t_ndyy awwww niggar thank much sure mean lot,1
rt tanishalixpussy need compete women one shit bitch,1
rt taylor_tm pacmanjonez philwotg whitest person tl always ghetto sick,0
rt taylorcaniff wear beanies winter long bandanas till summer,2
rt taylorcaniff date yankee field get kiss cam bucketlist,2
rt taylorlopez harleighpurolla biggest two face bitch ever meet,1
rt taylormrake people beg see womens body minute see woman hoe oh okay,1
rt taylorrdiane sideline hoe get mad bitch shut okay second time sudden probl,1
rt taymaegotem bitch tweet like want suck dick like chill song bitch song,1
rt taymy_ confuse tweet want bitch roll weed ampsmoke night like wtf kind standards,1
rt taypaynay little bitch,1
rt taysymonee inkkofrosess hoe icy,1
rt taysymonee hoe get much say little,1
rt tbhbooty latina pussy like,1
rt tbhjust twelve yeah scale one ten bitch,1
rt tbhjuststop score flappy bird higher broncos score right,2
rt tbhjustzach negative positive fuck smile beautiful bitch,1
rt tcaputo trust bitch wordsofadvice,1
rt teapot stuff break loose must panic share gif instead,2
rt teeaduh many hoe ethnicity,1
rt teekaydont_gaf westsideflee send hoe clean fse,1
rt tekiaa_ put earth bitch like meamp damn sure dgaffff,1
rt terri_georgia charlie crist lead rick scott florida governors race every vote matter,2
rt tf_i_looklike bae win get pussy tonight shiiiiiit,1
rt thjtr prime suspect foley murder yo british jihadi wait declare allegiance anonymous,2
rt thaboyrich rt nysanimal use shame hoeprostitute social media call hustle lol,1
rt thachosenkid donquixtote trash honest startmikevike,2
rt thachosenkid say girlfriend would believe drop hoe,1
rt thatkidzi ohioans clown kid like sooo warm fuck wrong minnesota well bitch karma team wit,1
rt that_nigga_shad visually_gifted sound like soulless cunts,1
rt thatgirlran act like age like cute awk moment think tweet abo,2
rt thatsryann think man cheat take bitch house see wifi connect,1
rt theartoftrill dolph hoe bout rock dj holiday show memphis,1
rt thechefboyrd victoriaaa_lee anniespringer_ ew ugly hoe,0
rt thechefboyrd pussy popz severely,1
rt thehighestpeak_ flavaaaaa ya ear hoe live lol,1
rt thehighestpeak_ ya lil dumb ass bitch ian fwy,1
rt theroyallife ha ha real name hasean get ghetto ass name,1
rt thestrangest ready make today bitch,1
rt the_blueprint trash hope rt complexmag bigsean drop four new songs,2
rt the_ironsheik alex rodriguez lucky ryan dempster hit go get camel break neck son bitch,1
rt the_ironsheik justin bieber win oscar suck ball dead dog midget dick son bitch,1
rt the_ironsheik tbt learn english jabroni big bird break fuck neck,1
rt the_ironsheik wake dumb son bitch,1
rt the_ironsheik hello thebatman official big time pussy,1
rt the_thrillx sarah burke pussy b like,1
rt theafrdite annoy hit dare ass bitch always tryna test big ass ft linebacker ass dude girl,1
rt thebootycluh_ _xoxomooky niggas settle easy bitch like want bitch challenge better yoursel,1
rt thebrandymedel every bitch get nigga go always fuck matter,1
rt thecoreyholcomb bitch somewhere cough like mug,1
rt thecoreyholcomb espn jason whitlock pti ass kiss mister charlie justify bullshit eagle jackson,1
rt thecoreyholcomb every man bad bitch country get cash amp r go poverty roam,1
rt thecoreyholcomb every time sleep two women day prove country problem educate bitch self w,1
rt thecoreyholcomb man happy next relationship fuck ways bless bitch,1
rt thecoreyholcomb get damn shame bitch wit raw ass dick suck skills wifey material,1
rt thecoreyholcomb long finger dike hoe pull gloves instead wink bitch try suck,1
rt thecoreyholcomb man ever abort baby even abortion bitch soon meet god amp baby face th,1
rt thecoreyholcomb people r mentally stable know beat kid amp talk club hoe amp stop dads n,1
rt thecoreyholcomb wnba superstars suck pussy top da world stop play amp da thousands r go sett,1
rt thecoreyholcomb bitch wit baby ask switch seat family could together say bitch family together,1
rt thecoreyholcomb twitter family promise put tour schedule today soon pussy hustlin girl pay service,1
rt thecoreyholcomb gay girls suck pussy bitch take plan b pill day mean munch hoe eat plan,1
rt thecoreyholcomb kick wit check yo squad busters amp blameamotherfucker ass bitch surround twice,1
rt thecrewfinest xo_ niggah thecrewfinest func fucccccccked upppppp,1
rt thefrogod dat shit trash complexmag shirt inspire drakes emoji tattoo preorder,1
rt thegame rt sean_locs game beat glocc la full video via youtube bitch cop,1
rt thejokerxo weed_cloudz sza freckle pussy,1
rt thejudyann hoe get trap houseeee,1
rt thelibraicon rt wenotsocks rt intensedesire bow wow look like stress save hoe wear,1
rt therealquilly bitch fuck wit dead beat dad long cuttin check,1
rt thereal_emandm red_is_raw pussy lmao,1
rt thereal_emandm settle pussies,1
rt thereal_emandm yankee doodle farm cotton farm,2
rt therealelp cnn tonight n word crackerwhich offensive probably one spell fuck hack,1
rt therealiman price pussy toronto decline one henessey bottle quarter pounder combo large fry,1
rt thesexiertwin make today bitch,1
rt thewayoftheid viola davis sans wig still stuntin hoe classically beautiful way htgawm,1
rt thewhite_gucci bitch blow high high drug,1
rt theyloveblaq_ joseline sneak athea bitch like come like amp still sit yo ass onnat couch,1
rt theyalltatifans beeguwop tell unfollow bitch want listen barbie,1
rt theycallmenavy royaltyclubvp aswaad worse yet meet bird nice ras like something look familiar lol,2
rt theyoungdread word go babe bitch love hate need forget everything nothing,1
rt thiizz_ amp fuck bitch,1
rt thinksarcasm music taste go ghetto black girl depress white girl,1
rt thirlrection fight bitch austin gringo right one mess white chocolate drop,1
rt thisdayinmetal apr th waspofficial release album killfuckdie taketheaddiction mytorturedeyes wasp heavymetal,1
rt thotbucket kid wear huf sock sweat swag sweatshirt like leave pussy rest us dude,1
rt thoughtkendali dumb bitch ruin perfectly good sweater,1
rt thtsher__ ya bitch mad tell ha put ha,1
rt tianaroseee_ mary jane bitch,1
rt tiaramescudi hate bitter bitch try take away someone happiness,1
rt tiathegawd bitch try wrong bitch amp even know,1
rt tictac guy like man fuck bitch deep inside miss bitch still love bitch amp want bitch,1
